orf_id	gene_names	uniprot_acc	broad_gene_name	uniprot_gene_name	fungidb_gene_name	blast2go_annotation	is_tf	is_kinases	is_virulence_gene	order_peaktime	scer_orthologs	scer_ortholog_descriptions
CNAG_03602			U3 small nucleolar RNA-associated protein 5	U3 small nucleolar RNA-associated protein 5	U3 small nucleolar RNA-associated protein 5						UTP5	U3 small nucleolar RNA-associated protein 5 (U3 snoRNA-associated protein 5) (U three protein 5) (U3 protein 5 required for transcription) (t-UTP5)
CNAG_03603			ATP-dependent RNA helicase HAS1	RNA helicase (EC 3.6.4.13)	ATP-dependent RNA helicase HAS1	HAS1_CRYNBAT|P-dependent RNA helicase HAS1 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=HAS1 PE=3 SV=1					HAS1	ATP-dependent RNA helicase HAS1 (EC 3.6.4.13) (Helicase associated with SET1 protein 1)
CNAG_03604			mRNA 3'-end-processing protein YTH1	mRNA 3'-end-processing protein YTH1	mRNA 3'-end-processing protein yth1	YTH1_CRYN|BmRNA 3'-end-processing protein YTH1 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=YTH1 PE=3 SV=1					YTH1	mRNA 3'-end-processing protein YTH1 (Yeast 30 kDa homolog 1)
CNAG_03605			hypothetical protein	Uncharacterized protein	hypothetical protein	KCNB2_MOUSE|Potassium voltage-gated channel subfamily B member 2 OS=Mus musculus OX=10090 GN=Kcnb2 PE=1 SV=2						
CNAG_03606			translation initiation factor aIF-2	Translation initiation factor aIF-2	translation initiation factor aIF-2	IF2P_CHATD|Eukaryotic translation initiation factor 5B OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) OX=759272 GN=CTHT_0029840 PE=1 SV=2					FUN12	Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Translation initiation factor IF-2)
CNAG_03607			hypothetical protein	Uncharacterized protein	hypothetical protein					708		
CNAG_03608			hypothetical protein	Uncharacterized protein	hypothetical protein	UVRAG_HUMANU|V radiation resistance-associated gene protein OS=Homo sapiens OX=9606 GN=UVRAG PE=1 SV=1						
CNAG_03609			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_03610			mRNA guanylyltransferase	mRNA-capping enzyme subunit alpha (EC 2.7.7.50) (GTP--RNA guanylyltransferase) (mRNA guanylyltransferase)	mRNA guanylyltransferase	MCE1_SCHP|OmRNA-capping enzyme subunit alpha OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ceg1 PE=1 SV=1					CEG1	mRNA-capping enzyme subunit alpha (GTP--RNA guanylyltransferase) (GTase) (mRNA guanylyltransferase) (EC 2.7.7.50)
CNAG_03612			threonine synthase	Threonine synthase	Threonine synthase	THRC_SCHPO|Threonine synthase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=thrc PE=1 SV=1				139	THR4	Threonine synthase (TS) (EC 4.2.3.1)
CNAG_03613			hypothetical protein	Uncharacterized protein	hypothetical protein					680		
CNAG_03614			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_03617	CLP1		clampless protein 1	Clampless protein 1	clampless protein 1	CLMP1_CRYNB|Clampless protein 1 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=CNBB4530 PE=4 SV=1						
CNAG_03618			NADPH2:quinone reductase	NADPH2:quinone reductase	NADPH2:quinone reductase	QOR_YEAST|Probable quinone oxidoreductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ZTA1 PE=1 SV=1					ZTA1	Probable quinone oxidoreductase (EC 1.6.5.5) (NADPH:quinone reductase)
CNAG_03619			solute carrier family 29 (equilibrative nucleoside transporter), member 1/2/3	Solute carrier family 29 (Equilibrative nucleoside transporter), member 1/2/3	solute carrier family 29 (equilibrative nucleoside transporter), member 1/2/3						FUN26	Nucleoside transporter FUN26
CNAG_03620			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_03621	CPA2		peptidyl-prolyl cis-trans isomerase	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	Cyclophilin A	CYPH_SCHPO|Peptidyl-prolyl cis-trans isomerase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ppi1 PE=3 SV=1					CPR1	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8) (Cyclophilin) (CPH) (Cyclosporin A-binding protein) (PPI-II) (Rotamase)
CNAG_03623			malonic semialdehyde reductase	Malonic semialdehyde reductase	malonic semialdehyde reductase	YM71_YEASTNAD|P-dependent 3-hydroxy acid dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR226C PE=1 SV=1						NADP-dependent 3-hydroxy acid dehydrogenase (L-allo-threonine dehydrogenase) (EC 1.1.1.381)
CNAG_03624	NOP7	J9VFJ7	pescadillo	Pescadillo homolog (Nucleolar protein 7 homolog)	pescadillo	PESC_CRYNB|Pescadillo homolog OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=NOP7 PE=3 SV=1					NOP7	Pescadillo homolog (Nucleolar protein 7) (Ribosomal RNA-processing protein 13)
CNAG_03625			RNA polymerase I-specific transcription initiation factor RRN7	RNA polymerase I-specific transcription initiation factor RRN7	RNA polymerase I-specific transcription initiation factor RRN7							
CNAG_03626			actin cross-linking protein	Actin cross-linking protein	actin cross-linking protein	CORO7_BOVIN|Coronin-7 OS=Bos taurus OX=9913 GN=CORO7 PE=2 SV=1						
CNAG_03627	CPA1		peptidyl-prolyl cis-trans isomerase	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	Cyclophilin A	PPIA_CANAL|Peptidyl-prolyl cis-trans isomerase OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=CYP1 PE=3 SV=1					CPR1	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8) (Cyclophilin) (CPH) (Cyclosporin A-binding protein) (PPI-II) (Rotamase)
CNAG_03628			hypothetical protein	Uncharacterized protein	hypothetical protein	VPS45_MOUSE|Vacuolar protein sorting-associated protein 45 OS=Mus musculus OX=10090 GN=Vps45 PE=1 SV=1					VPS45	Vacuolar protein sorting-associated protein 45
CNAG_03629			NADH dehydrogenase (quinone), G subunit	NADH dehydrogenase (Quinone), G subunit	NADH dehydrogenase (quinone), G subunit	NDUS1_NEUCRNAD|H-ubiquinone oxidoreductase 78 kDa subunit, mitochondrial OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=nuo78 PE=1 SV=2						
CNAG_03630			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_03631			hypothetical protein	Uncharacterized protein	hypothetical protein							UPF0641 membrane protein YHR140W
CNAG_03632			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_03633			hypothetical protein	Uncharacterized protein	hypothetical protein	GENL1_ARATH|Flap endonuclease GEN-like 1 OS=Arabidopsis thaliana OX=3702 GN=GEN1 PE=3 SV=3				658		
CNAG_03634			DNA-directed RNA polymerase I subunit RPA49	DNA-directed RNA polymerase I subunit RPA49	DNA-directed RNA polymerase I subunit RPA49						RPA49	DNA-directed RNA polymerase I subunit RPA49 (A49) (DNA-directed RNA polymerase I 49 kDa polypeptide)
CNAG_03635			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_03636			DNA-directed RNA polymerase I and III subunit RPAC2	DNA-directed RNA polymerase I and III subunit RPAC2	DNA-directed RNA polymerase I and III subunit RPAC2	RPAC2_SCHPODN|A-directed RNA polymerases I and III subunit RPAC2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpc19 PE=2 SV=1					RPC19	DNA-directed RNA polymerases I and III subunit RPAC2 (RNA polymerases I and III subunit AC2) (AC19) (DNA-directed RNA polymerases I and III 16 kDa polypeptide) (RPA19)
CNAG_03637	YKU80		ATP-dependent DNA helicase 2 subunit 2	ATP-dependent DNA helicase 2 subunit 2	ATP-dependent DNA helicase 2 subunit 2	KU80_YARLIAT|P-dependent DNA helicase II subunit 2 OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=KU80 PE=3 SV=1					YKU80	ATP-dependent DNA helicase II subunit 2 (EC 3.6.4.12) (ATP-dependent DNA helicase II subunit Ku80) (High affinity DNA-binding factor subunit 2) (Yeast Ku80)
CNAG_03638			heterokaryon incompatibility protein HET-C	Heterokaryon incompatibility protein HET-C	heterokaryon incompatibility protein Het-C							
CNAG_03639			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_03640			hypothetical protein	Uncharacterized protein	hypothetical protein	UBAC2_MACFA|Ubiquitin-associated domain-containing protein 2 OS=Macaca fascicularis OX=9541 GN=UBAC2 PE=2 SV=1					DSC2	Uncharacterized membrane protein YOL073C
CNAG_03641			eukaryotic translation initiation factor 3 subunit D	Eukaryotic translation initiation factor 3 subunit D (eIF3d)	translation initiation factor 3 subunit D	EIF3D_CRYNB|Eukaryotic translation initiation factor 3 subunit D OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=CNBB4290 PE=3 SV=1						
CNAG_03642			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_03643			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_03644	CAS3		hypothetical protein	Uncharacterized protein	capsule related protein							
CNAG_03645			NET1-associated nuclear protein 1 (U3 small nucleolar RNA-associated protein 17)	NET1-associated nuclear protein 1 (U3 small nucleolar RNA-associated protein 17)	NET1-associated nuclear protein 1 (U3 small nucleolar RNA-associated protein 17), NET1-associated nuclear protein 1 (U3 small nucleolar RNA-associated protein 17), variant	WDR75_DANREW|D repeat-containing protein 75 OS=Danio rerio OX=7955 GN=wdr75 PE=2 SV=2						
CNAG_03646			phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase (EC 5.3.1.16) (5-proFAR isomerase) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase)	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase	HIS4_SCHP|O1-(5-phosphoribosyl)-5-				282	HIS6	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase (EC 5.3.1.16) (5-proFAR isomerase) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase)
CNAG_03647			hypothetical protein	Uncharacterized protein	hypothetical protein					368		
CNAG_03648	KRE5		UDP-glucose:glycoprotein glucosyltransferase	UDP-glucose:glycoprotein glucosyltransferase	UDP-glucose:glycoprotein glucosyltransferase	UGGG1_HUMANUD|P-glucose:glycoprotein glucosyltransferase 1 OS=Homo sapiens OX=9606 GN=UGGT1 PE=1 SV=3					KRE5	Killer toxin-resistance protein 5
CNAG_03649			hypothetical protein	Uncharacterized protein	hypothetical protein					517		
CNAG_03650			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_03651			syntaxin 7	Syntaxin 7	syntaxin 7	TSNA1_HUMA|Nt-SNARE domain-containing protein 1 OS=Homo sapiens OX=9606 GN=TSNARE1 PE=1 SV=2				1043	PEP12	Syntaxin PEP12 (Carboxypeptidase Y-deficient protein 12) (Vacuolar protein sorting-associated protein 6) (Vacuolar protein-targeting protein 13)
CNAG_03652			dynactin 6	Dynactin 6	dynactin 6	DCTN6_MOUSE|Dynactin subunit 6 OS=Mus musculus OX=10090 GN=Dctn6 PE=1 SV=1						
CNAG_03653			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_03654			ATP-dependent DNA helicase	ATP-dependent DNA helicase (EC 3.6.4.12)	ATP-dependent DNA helicase	RECQ5_MOUSEAT|P-dependent DNA helicase Q5 OS=Mus musculus OX=10090 GN=Recql5 PE=1 SV=1						
CNAG_03655			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	APSA_EMENI|Anucleate primary sterigmata protein A OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=apsA PE=1 SV=2				423	NUM1	Nuclear migration protein NUM1
CNAG_03656			hypothetical protein	Uncharacterized protein	hypothetical protein					567		
CNAG_03657			hypothetical protein	Uncharacterized protein	hypothetical protein	PI5PA_HUMAN|Phosphatidylinositol 4,5-bisphosphate 5-phosphatase A OS=Homo sapiens OX=9606 GN=INPP5J PE=1 SV=3				443		
CNAG_03658			hypothetical protein	Uncharacterized protein	hypothetical protein					830		
CNAG_03659			DNA replication regulator DPB11	DNA replication regulator DPB11	DNA replication regulator DPB11						DPB11	DNA replication regulator DPB11
CNAG_03660			lipoate-protein ligase A	Lipoate-protein ligase A	lipoate-protein ligase A	LPLA_YERPB|Lipoate-protein ligase A OS=Yersinia pseudotuberculosis serotype IB (strain PB1/+) OX=502801 GN=lplA PE=3 SV=1					AIM22	Putative lipoate-protein ligase A (EC 6.3.1.20) (Altered inheritance rate of mitochondria protein 22)
CNAG_03661			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant							
CNAG_03662			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_03663			L-lactate dehydrogenase	L-lactate dehydrogenase	L-lactate dehydrogenase	CYB2_WICAO|Cytochrome b2, mitochondrial OS=Wickerhamomyces anomalus OX=4927 GN=CYB2 PE=1 SV=2						
CNAG_03664	NIC1		high-affinity nickel-transporter	Nickel/cobalt efflux system	high-affinity nickel-transporter	HOXN_CUPNH|High-affinity nickel transport protein OS=Cupriavidus necator (strain ATCC 17699 / H16 / DSM 428 / Stanier 337) OX=381666 GN=hoxN PE=1 SV=3						
CNAG_03665			ATP-dependent RNA helicase DDX35	ATP-dependent RNA helicase DDX35	ATP-dependent RNA helicase DDX35	DHX35_HUMAN|Probable ATP-dependent RNA helicase DHX35 OS=Homo sapiens OX=9606 GN=DHX35 PE=1 SV=2						
CNAG_03666			acyl-CoA dehydrogenase	Acyl-CoA dehydrogenase	acyl-CoA dehydrogenase	APDG_EMENI|Acyl-CoA dehydrogenase apdG OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=apdG PE=2 SV=1						
CNAG_03667			hypothetical protein	Uncharacterized protein	hypothetical protein					1058		
CNAG_03668			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_03669			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_03670	IRE1		IRE protein kinase	IRE protein kinase	IRE protein kinase	PPK4_SCHPO|Serine/threonine-protein kinase ppk4 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ppk4 PE=3 SV=1		TRUE	TRUE		IRE1	Serine/threonine-protein kinase/endoribonuclease IRE1 (Endoplasmic reticulum-to-nucleus signaling 1) [Includes: Serine/threonine-protein kinase (EC 2.7.11.1); Endoribonuclease (EC 3.1.26.-)]
CNAG_03670	IRE1		IRE protein kinase	IRE protein kinase	IRE protein kinase	PPK4_SCHPO|Serine/threonine-protein kinase ppk4 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ppk4 PE=3 SV=1		TRUE	TRUE		IRE1	Serine/threonine-protein kinase/endoribonuclease IRE1 (Endoplasmic reticulum-to-nucleus signaling 1) [Includes: Serine/threonine-protein kinase (EC 2.7.11.1); Endoribonuclease (EC 3.1.26.-)]
CNAG_03671			hypothetical protein	Uncharacterized protein	hypothetical protein					73		
CNAG_03672			BET3 family protein	Trafficking protein particle complex subunit	BET3 family protein	TRS31_SCHPO|Transport protein particle subunit trs31 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=trs31 PE=3 SV=1					TRS31	Trafficking protein particle complex subunit 31 (TRAPP subunit 31) (Transport protein particle 31 kDa subunit)
CNAG_03673			serine/threonine-protein phosphatase PP-Z1	Serine/threonine-protein phosphatase (EC 3.1.3.16)	serine/threonine-protein phosphatase PP-Z1	PPZ_SCHPO|Serine/threonine-protein phosphatase PP-Z OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pzh1 PE=1 SV=1					PPZ1; PPZ2	Serine/threonine-protein phosphatase PP-Z1 (EC 3.1.3.16); Serine/threonine-protein phosphatase PP-Z2 (EC 3.1.3.16)
CNAG_03674			oxoglutarate dehydrogenase (succinyl-transferring), E1 component	Oxoglutarate dehydrogenase (Succinyl-transferring), E1 component	oxoglutarate dehydrogenase (succinyl- transferring), E1 component	ODO1_SCHP|O2-oxoglutarate dehydrogenase, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=kgd1 PE=3 SV=1					KGD1	2-oxoglutarate dehydrogenase, mitochondrial (EC 1.2.4.2) (2-oxoglutarate dehydrogenase complex component E1) (OGDC-E1) (Alpha-ketoglutarate dehydrogenase)
CNAG_03675			pumilio domain-containing protein	Pumilio domain-containing protein	pumilio domain-containing protein						PUF6	Pumilio homology domain family member 6
CNAG_03676			D-lactate dehydrogenase	D-lactate dehydrogenase	D-lactate dehydrogenase	YN53_SCHPO|Putative D-lactate dehydrogenase C713.03, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC713.03 PE=3 SV=1					DLD2; DLD3	D-2-hydroxyglutarate--pyruvate transhydrogenase DLD2 (D-2HG--pyruvate transhydrogenase DLD2) (EC 1.1.99.40) (Actin-interacting protein 2) (D-lactate dehydrogenase [cytochrome] 2, mitochondrial) (EC 1.1.2.4) (D-lactate ferricytochrome C oxidoreductase) (D-LCR); D-2-hydroxyglutarate--pyruvate transhydrogenase DLD3 (D-2HG--pyruvate transhydrogenase DLD3) (EC 1.1.99.40) ((R)-2-hydroxyglutarate--pyruvate transhydrogenase) (D-lactate dehydrogenase [cytochrome] 3) (EC 1.1.2.4) (D-lactate ferricytochrome C oxidoreductase) (D-LCR)
CNAG_03677			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_03678			hypothetical protein	Uncharacterized protein	hypothetical protein					717		
CNAG_03679			hypothetical protein	Acylphosphatase (EC 3.6.1.7)	hypothetical protein, hypothetical protein, variant	ACYP_ACTSZ|Acylphosphatase OS=Actinobacillus succinogenes (strain ATCC 55618 / 130Z) OX=339671 GN=acyP PE=3 SV=1						
CNAG_03680	ROM21		hypothetical protein	Uncharacterized protein	Predicted Rho guanine nucleotide exchange factor (Rho GEF)							
CNAG_03681			peptidylprolyl isomerase domain and WD-repeat protein 1	Peptidylprolyl isomerase domain and WD-repeat protein 1	peptidylprolyl isomerase domain and WD-repeat protein 1	CYP15_RHIO9|Peptidyl-prolyl cis-trans isomerase cyp15 OS=Rhizopus delemar (strain RA 99-880 / ATCC MYA-4621 / FGSC 9543 / NRRL 43880) OX=246409 GN=cyp15 PE=3 SV=1						
CNAG_03682	FRR1	O94746	FK506-binding protein 1	FK506-binding protein 1 (FKBP) (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase) (PPIase) (Rapamycin-binding protein)	FK506-binding protein 1	FKBP_CRYNHF|K506-binding protein 1 OS=Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487) OX=235443 GN=FRR1 PE=3 SV=1					FPR1	FK506-binding protein 1 (FKBP) (Peptidyl-prolyl cis-trans isomerase) (PPIase) (EC 5.2.1.8) (Rapamycin-binding protein)
CNAG_03683			short-chain dehydrogenase/reductase SDR	Short-chain dehydrogenase/reductase SDR	short-chain dehydrogenase/reductase SDR	SILD_FORIN|Secoisolariciresinol dehydrogenase (Fragment) OS=Forsythia intermedia OX=55183 PE=1 SV=1						
CNAG_03684			ATP-binding cassette, subfamily B (MDR/TAP), member 10	ATP-binding cassette, subfamily B (MDR/TAP), member 10	ATP-binding cassette, subfamily B (MDR/TAP), member 10	MDR2_ASPFUAB|C multidrug transporter mdr2 OS=Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) OX=330879 GN=mdr2 PE=2 SV=1					MDL1; MDL2	ATP-dependent permease MDL1, mitochondrial (ABC transporter MDL1) (Multidrug resistance-like protein 1); ATP-dependent permease MDL2, mitochondrial (Multidrug resistance-like protein 2)
CNAG_03685			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_03686			UDP-N-acetylglucosamine transferase subunit ALG14	UDP-N-acetylglucosamine transferase subunit ALG14 (Asparagine-linked glycosylation protein 14)	UDP-N-acetylglucosamine transferase subunit ALG14	ALG14_CRYNBUD|P-N-acetylglucosamine transferase subunit ALG14 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=ALG14 PE=3 SV=1					ALG14	UDP-N-acetylglucosamine transferase subunit ALG14 (Asparagine-linked glycosylation protein 14)
