oln_id	scer_gene_name	sgd_description	scer_uniprot_description	uniprot_acc	is_tf	is_kinases	peak_time	cneo_orthologs	cneo_ortholog_descriptions
YOR065W	CYT1	Cytochrome c1; component of the mitochondrial respiratory chain; expression is regulated by the heme-activated, glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex	Cytochrome c1, heme protein, mitochondrial (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit) (Cytochrome c-1)	P07143					
									
YOR066W	MSA1	Activator of G1-specific transcription factors MBF and SBF; involved in regulation of the timing of G1-specific gene transcription and cell cycle initiation; localization is cell-cycle dependent and regulated by Cdc28p phosphorylation; MSA1 has a paralog, MSA2, that arose from the whole genome duplication	G1-specific transcription factors activator MSA1 (MBF and SBF-associated protein 1)	Q08471			93		
									
YOR067C	ALG8	Glucosyl transferase; involved in N-linked glycosylation; adds glucose to the dolichol-linked oligosaccharide precursor prior to transfer to protein during lipid-linked oligosaccharide biosynthesis; similar to Alg6p; human homolog ALG8 can complement yeast null mutant	Dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase (EC 2.4.1.265) (Asparagine-linked glycosylation protein 8) (Dolichyl-P-Glc:Glc1Man9GlcNAc2-PP-dolichyl alpha-1,3-glucosyltransferase) (Dolichyl-P-Glc:Glc1Man9GlcNAc2-PP-dolichyl glucosyltransferase)	P40351					
									
YOR069W	VPS5	Nexin-1 homolog; required for localizing membrane proteins from a prevacuolar/late endosomal compartment back to late Golgi; structural component of retromer membrane coat complex; forms a retromer subcomplex with Vps17p; required for recruiting the retromer complex to the endosome membranes; VPS5 has a paralog, YKR078W, that arose from the whole genome duplication	Vacuolar protein sorting-associated protein 5 (Carboxypeptidase Y-deficient protein 10) (Vacuolar protein-targeting protein 5)	Q92331					
									
YOR068C	VAM10	Protein involved in vacuole morphogenesis; acts at an early step of homotypic vacuole fusion that is required for vacuole tethering	Vacuolar morphogenesis protein 10	Q08474					
									
YOR070C	GYP1	Cis-golgi GTPase-activating protein (GAP) for yeast Rabs; the Rab family members are Ypt1p (in vivo) and for Ypt1p, Sec4p, Ypt7p, and Ypt51p (in vitro); involved in vesicle docking and fusion	GTPase-activating protein GYP1 (GAP for YPT1)	Q08484					
									
YOR071C	NRT1	High-affinity nicotinamide riboside transporter; also transports thiamine with low affinity; major transporter for 5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside (acadesine) uptake; shares sequence similarity with Thi7p and Thi72p; proposed to be involved in 5-fluorocytosine sensitivity	Nicotinamide riboside transporter 1 (Thiamine transport protein 71)	Q08485					
									
YOR072W		Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the dubious gene YOR072W-A; diploid deletion strains are methotrexate, paraquat and wortmannin sensitive	Uncharacterized protein YOR072W	Q08486					
									
YOR072W-A		Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YOR072W; originally identified by fungal homology and RT-PCR							
									
tP(UGG)O2	SUF11	Proline tRNA (tRNA-Pro), predicted by tRNAscan-SE analysis; target of K. lactis zymocin; can mutate to suppress +1 frameshift mutations in proline codons							
									
									
									
YOR072W-B		Putative protein of unknown function; identified by expression profiling and mass spectrometry	Uncharacterized protein YOR072W-B	Q3E832					
									
YOR073W	SGO1	Component of the spindle checkpoint; involved in sensing lack of tension on mitotic chromosomes; protects centromeric Rec8p at meiosis I; required for accurate chromosomal segregation at meiosis II and for mitotic chromosome stability; recruits condensin to the pericentric region of chromosomes during meiosis; dissociates from pericentromeres when sister kinetochores are under tension	Shugoshin	Q08490			49		
									
YOR073W-A		Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially/completely overlaps the verified ORF CDC21/YOR074C; identified by RT-PCR							
									
YOR074C	CDC21	Thymidylate synthase; required for de novo biosynthesis of pyrimidine deoxyribonucleotides; expression is induced at G1/S; human homolog TYMSOS can complement yeast cdc21 temperature-sensitive mutant at restrictive temperature	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45) (Cell division cycle protein 21) (Constitutive RNR3 transcription protein 9)	P06785			20		
									
YOR075W	UFE1	t-SNARE protein required for retrograde vesicular traffic; involved in Sey1p-independent homotypic ER fusion; required for efficient nuclear fusion during mating; forms a complex with the SNAREs Sec22p, Sec20p and Use1p to mediate fusion of Golgi-derived vesicles at the ER	Syntaxin UFE1	P41834					
									
YOR076C	SKI7	GTP-binding protein that couples the Ski complex and exosome; putative pseudo-translational GTPase involved in 3'-to-5' mRNA decay pathway; interacts with both the cytoplasmic exosome and the Ski complex; eRF3-like domain targets nonstop mRNA for degradation; null mutants have a superkiller phenotype; SKI7 has a paralog, HBS1, that arose from the whole genome duplication	Superkiller protein 7	Q08491					
									
YOR077W	RTS2	Basic zinc-finger protein; similar to human and mouse Kin17 proteins which are chromatin-associated proteins involved in UV response and DNA replication	Zinc finger protein RTS2	P40962					
									
YOR078W	BUD21	Component of small ribosomal subunit (SSU) processosome; this complex contains U3 snoRNA; required at post-transcriptional step for efficient retrotransposition; absence results in decreased Ty1 Gag:GFP protein levels; originally isolated as bud-site selection mutant that displays a random budding pattern	Bud site selection protein 21 (U three protein 16) (U3 small nucleolar RNA-associated protein 16) (U3 snoRNA-associated protein 16)	Q08492					
									
YOR079C	ATX2	Golgi membrane protein involved in manganese homeostasis; overproduction suppresses the sod1 (copper, zinc superoxide dismutase) null mutation	Metal homeostasis factor ATX2	Q12067					
									
YOR080W	DIA2	Origin-binding F-box protein; forms SCF ubiquitin ligase complex with Skp1p and Cdc53p; functions in ubiquitination of silent chromatin structural protein Sir4p; required to target Cdc6p for destruction during G1 phase; required for deactivation of Rad53 checkpoint kinase, completion of DNA replication during recovery from DNA damage, assembly of RSC complex, RSC-mediated transcription regulation, and nucleosome positioning; involved in invasive and pseudohyphal growth	Protein DIA2 (Digs into agar protein 2)	Q08496					
									
YOR081C	TGL5	Bifunctional triacylglycerol lipase and LPA acyltransferase; lipid particle-localized triacylglycerol (TAG) lipase involved in triacylglycerol mobilization; catalyzes acylation of lysophosphatidic acid (LPA); potential Cdc28p substrate; TGL5 has a paralog, TGL4, that arose from the whole genome duplication	Lipase 5 (EC 3.1.1.3) (Triacylglycerol lipase 5)	Q12043			34		
									
YOR083W	WHI5	Repressor of G1 transcription; binds to SCB binding factor (SBF) at SCB target promoters in early G1; dilution of Whi5p concentration during cell growth determines cell size; phosphorylation of Whi5p by the CDK, Cln3p/Cdc28p relieves repression and promoter binding by Whi5, and contributes to both the determination of critical cell size at START and cell fate; periodically expressed in G1	G1-specific transcriptional repressor WHI5	Q12416			34		
									
YOR082C		Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YOR083W							
									
YOR084W	LPX1	Peroxisomal matrix-localized lipase; required for normal peroxisome morphology; contains a peroxisomal targeting signal type 1 (PTS1) and a lipase motif; peroxisomal import requires the PTS1 receptor, Pex5p and self-interaction; transcriptionally activated by Yrm1p along with genes involved in multidrug resistance; oleic acid inducible	Peroxisomal membrane protein LPX1 (EC 3.1.1.-) (Lipase of peroxisomes protein 1)	Q12405			34		
									
YOR085W	OST3	Gamma subunit of the oligosaccharyltransferase complex of the ER lumen; complex catalyzes asparagine-linked glycosylation of newly synthesized proteins; Ost3p is important for N-glycosylation of a subset of proteins	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3 (Oligosaccharyl transferase 34 kDa subunit) (Oligosaccharyl transferase subunit OST3) (Oligosaccharyl transferase subunit gamma)	P48439					
									
YOR086C	TCB1	Lipid-binding ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p, Scs2p, Scs22p, Tcb1p, Tcb2p, Tcb3p) that connect ER to plasma membrane and regulate PI4P levels by controlling access of Sac1p phosphatase to its substrate PI4P in PM; contains 3 calcium and lipid binding domains; non-tagged protein also localizes to mitochondria; C-termini of Tcb1p, Tcb2p and Tcb3p interact; TCB1 has a paralog, TCB2, that arose from the whole genome duplication	Tricalbin-1	Q12466					
									
tN(GUU)O2		Asparagine tRNA (tRNA-Asn), predicted by tRNAscan-SE analysis							
									
YOR087W	YVC1	Vacuolar cation channel; mediates release of Ca(2+) from the vacuole in response to hyperosmotic shock	Calcium channel YVC1 (TRP homolog) (Yeast vacuolar conductance protein 1)	Q12324					
									
ARS1501		Autonomously Replicating Sequence							
									
YOR089C	VPS21	Endosomal Rab family GTPase; required for endocytic transport and sorting of vacuolar hydrolases; required for endosomal localization of the CORVET complex; required with YPT52 for MVB biogenesis and sorting; involved in autophagy and ionic stress tolerance; geranylgeranylation required for membrane association; protein abundance increases in response to DNA replication stress; mammalian Rab5 homolog; VPS21 has a paralog, YPT53, that arose from the whole genome duplication	Vacuolar protein sorting-associated protein 21 (GTP-binding protein YPT51) (Vacuolar protein-targeting protein 12)	P36017					
									
YOR090C	PTC5	Mitochondrial type 2C protein phosphatase (PP2C); involved in regulation of pyruvate dehydrogenase activity by dephosphorylating the serine 133 of the Pda1p subunit; localizes to the intermembrane space and is imported via the presequence pathway and processed by the inner membrane protease (Imp1p-Imp2p); acts in concert with kinases Pkp1p and Pkp2p and phosphatase Ptc6p	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial (PDP 1) (EC 3.1.3.43) (Phosphatase two C protein 5) (Protein phosphatase 2C homolog 5) (PP2C-5) (Protein phosphatase of PDH protein 1) (Pyruvate dehydrogenase complex phosphatase 1) (PDC phosphatase 1)	Q12511					
									
YOR091W	TMA46	Protein of unknown function that associates with translating ribosomes; interacts with GTPase Rbg1p	Translation machinery-associated protein 46 (DRG family-regulatory protein 1)	Q12000					
									
YOR092W	ECM3	Non-essential protein of unknown function; involved in signal transduction and the genotoxic response; induced rapidly in response to treatment with 8-methoxypsoralen and UVA irradiation; relocalizes from ER to cytoplasm upon DNA replication stress; ECM3 has a paralog, YNL095C, that arose from the whole genome duplication	Protein ECM3 (Extracellular mutant protein 3)	Q99252					
