orf_id	gene_names	uniprot_acc	broad_gene_name	uniprot_gene_name	fungidb_gene_name	blast2go_annotation
CNAG_04610			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04611	UBC8		ubiquitin-conjugating enzyme E2 H	Ubiquitin-conjugating enzyme E2 H	ubiquitin-conjugating enzyme E2 H	UBC8_SCHPO|Ubiquitin-conjugating enzyme E2 8 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ubc8 PE=3 SV=1
CNAG_04612			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	
CNAG_04613			ATP-binding cassette, subfamily F, member 3	ATP-binding cassette, subfamily F, member 3	ATP-binding cassette, subfamily F, member 3	YB89_SCHPO|Uncharacterized ABC transporter ATP-binding protein C29A3.09c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC29A3.09c PE=3 SV=1
CNAG_04614			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04615			L-aminoadipate-semialdehyde dehydrogenase	L-aminoadipate-semialdehyde dehydrogenase	L-aminoadipate-semialdehyde dehydrogenase	NPS10_HETAN|Adenylate-forming reductase Nps10 OS=Heterobasidion annosum OX=13563 GN=nps10 PE=2 SV=1
CNAG_04616			hypothetical protein	Uncharacterized protein	hypothetical protein	YP55_SCHPO|Uncharacterized transporter C460.05 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC460.05 PE=3 SV=1
CNAG_04617			OPT family small oligopeptide transporter	OPT family small oligopeptide transporter	OPT family small oligopeptide transporter	ISP4_SCHPO|Sexual differentiation process protein isp4 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=isp4 PE=2 SV=2
CNAG_04618			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	PRO1_NEUCR|Transcriptional regulatory protein pro1 OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=adv-1 PE=2 SV=1
CNAG_04619			prolyl oligopeptidase	Prolyl oligopeptidase	prolyl oligopeptidase	PPCE_RAT|Prolyl endopeptidase OS=Rattus norvegicus OX=10116 GN=Prep PE=1 SV=1
CNAG_04620			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04621			glycogen(starch) synthase	Glycogen [starch] synthase (EC 2.4.1.11)	glycogen(starch) synthase, glycogen(starch) synthase, variant	GYS_NEUCR|Glycogen
CNAG_04622			endoplasmic reticulum protein	Endoplasmic reticulum protein	endoplasmic reticulum protein	
CNAG_04623			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04625			cerevisin	Cerevisin	cerevisin	SUB8_TRIVH|Subtilisin-like protease 8 OS=Trichophyton verrucosum (strain HKI 0517) OX=663202 GN=SUB8 PE=3 SV=1
CNAG_04626			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04627			COP9 signalosome complex subunit 12	COP9 signalosome complex subunit 12	COP9 signalosome complex subunit 12	CSN12_CRYNB|Protein CSN12 homolog OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=CSN12 PE=3 SV=1
CNAG_04628	TIF6	J9VT09	eukaryotic translation initiation factor 6	Eukaryotic translation initiation factor 6 (eIF-6)	translation initiation factor 6	IF6_SCHPO|Eukaryotic translation initiation factor 6 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tif6 PE=3 SV=1
CNAG_04629			Mob1 family protein	Mob1 family protein	Mob1 family protein	MOB4_DROMEMO|B kinase activator-like 4 OS=Drosophila melanogaster OX=7227 GN=Mob4 PE=2 SV=1
CNAG_04630			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04631			ribitol kinase	Ribitol kinase	ribitol kinase	YDR09_YEAST|Uncharacterized sugar kinase YDR109C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDR109C PE=1 SV=1
CNAG_04632			uracil permease	Uracil permease	uracil permease	FUR4_SCHPO|Uracil permease OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=fur4 PE=1 SV=2
CNAG_04633			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04634			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04635			endopeptidase	Endopeptidase	endopeptidase	CARPV_CANAX|Vacuolar aspartic protease OS=Candida albicans OX=5476 GN=APR1 PE=3 SV=3
CNAG_04636			metacaspase-1	Metacaspase-1	metacaspase-1	MCA1_CRYNB|Metacaspase-1 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=MCA1 PE=3 SV=1
CNAG_04637	MBF1		multiprotein-bridging factor 1	Multiprotein-bridging factor 1	multiprotein-bridging factor 1	MBF1_CRYNB|Multiprotein-bridging factor 1 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=MBF1 PE=3 SV=1
CNAG_04638			hypothetical protein	Uncharacterized protein	hypothetical protein	SPO5_SCHPO|Sporulation-specific protein 5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=spo5 PE=1 SV=1
CNAG_04639			hypothetical protein	Uncharacterized protein	hypothetical protein	SEC2_SCHPO|Rab guanine nucleotide exchange factor sec2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sec2 PE=1 SV=1
CNAG_04640	ACL1		ATP-citrate synthase subunit 1	ATP-citrate synthase (EC 2.3.3.8) (ATP-citrate (pro-S-)-lyase) (Citrate cleavage enzyme)	ATP-citrate synthase subunit 1	ACLY_SHEEPAT|P-citrate synthase OS=Ovis aries OX=9940 GN=ACLY PE=2 SV=1
CNAG_04641			general transcription factor 3C polypeptide 3 (transcription factor C subunit 4)	General transcription factor 3C polypeptide 3 (Transcription factor C subunit 4)	general transcription factor 3C polypeptide 3 (transcription factor C subunit 4)	SFC4_SCHPO|Transcription factor tau subunit sfc4 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sfc4 PE=1 SV=1
CNAG_04642	TSP2		tetraspanin Tsp2	Tetraspanin Tsp2	tetraspanin Tsp2	
CNAG_04646			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04647			glutathione synthetase	Glutathione synthetase (GSH-S) (EC 6.3.2.3)	Glutathione synthetase	GSHB_YEAST|Glutathione synthetase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GSH2 PE=1 SV=1
CNAG_04648			sister chromatid cohesion protein PDS5	Sister chromatid cohesion protein PDS5	sister chromatid cohesion protein pds5	PDS5_SCHPO|Sister chromatid cohesion protein pds5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pds5 PE=1 SV=1
CNAG_04649			peptide alpha-N-acetyltransferase	Peptide alpha-N-acetyltransferase	peptide alpha-N-acetyltransferase	NAA30_SCHPO|N-alpha-acetyltransferase 30 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=naa30 PE=3 SV=1
CNAG_04650			actin-like protein ARP6	Actin-like protein ARP6	actin-like protein arp6	ARP6_CRYNB|Actin-like protein ARP6 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=ARP6 PE=3 SV=1
CNAG_04651			hypothetical protein	Uncharacterized protein	hypothetical protein	SURF4_SCHPO|Surfeit locus protein 4 homolog OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC970.06 PE=3 SV=1
CNAG_04652			enoyl reductase	Enoyl reductase	enoyl reductase	CHG3_CHAGB|Enoyl reductase CHGG_01240 OS=Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970) OX=306901 GN=CHGG_01240 PE=3 SV=1
CNAG_04653			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04654			UNC-50 family protein	UNC-50 family protein	UNC-50 family protein	MUG16_SCHPO|Protein GMH1 homolog OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mug16 PE=1 SV=1
CNAG_04655			rab family, other	Rab family protein	rab family protein	RYL2_YARLI|Ras-like GTP-binding protein RYL2 OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=RYL2 PE=3 SV=2
CNAG_04656			arginine-tRNA-protein transferase	Arginine-tRNA-protein transferase	arginine-tRNA-protein transferase, arginine-tRNA-protein transferase, variant	ATE1_SCHPO|Arginyl-tRNA--protein transferase 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC3C7.07c PE=3 SV=3
CNAG_04657			short-chain dehydrogenase	Short-chain dehydrogenase	Short-chain dehydrogenase	
CNAG_04658			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04659			pyruvate decarboxylase	Pyruvate decarboxylase	Pyruvate decarboxylase	PDC1_CANGA|Pyruvate decarboxylase OS=Candida glabrata (strain ATCC 2001 / CBS 138 / JCM 3761 / NBRC 0622 / NRRL Y-65) OX=284593 GN=PDC1 PE=3 SV=1
CNAG_04662	CTF4		chromosome transmission fidelity protein 4	Chromosome transmission fidelity protein 4	chromosome transmission fidelity protein 4	
CNAG_04663			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04664			large subunit ribosomal protein L37	Large subunit ribosomal protein L37	large subunit ribosomal protein L37	
CNAG_04665			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04666			26S protease regulatory subunit 8	26S protease regulatory subunit 8	26S protease regulatory subunit 8	PRS8_BOVIN26|S proteasome regulatory subunit 8 OS=Bos taurus OX=9913 GN=PSMC5 PE=2 SV=1
CNAG_04667			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04668	UBC12		ubiquitin-conjugating enzyme E2 M	Ubiquitin-conjugating enzyme E2 M	ubiquitin-conjugating enzyme E2 M	UBC12_YARLINED|D8-conjugating enzyme UBC12 OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=UBC12 PE=3 SV=1
CNAG_04669			mitochondrial matrix protein import protein	Mitochondrial matrix protein import protein	mitochondrial matrix protein import protein	TAM41_SCHPO|Phosphatidate cytidylyltransferase, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tam41 PE=1 SV=3
CNAG_04670			hypothetical protein	Uncharacterized protein	hypothetical protein	NUP57_CHATD|Nucleoporin NUP57 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) OX=759272 GN=NUP57 PE=1 SV=1
CNAG_04671			hypothetical protein	Uncharacterized protein	hypothetical protein	ERD11_SCHPO|Protein ERD1 homolog 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=erd1 PE=3 SV=2
CNAG_04673			NAD dependent epimerase/dehydratase family protein	NAD dependent epimerase/dehydratase	NAD dependent epimerase/dehydratase	GSFE_PENAE|Short chain dehydrogenase gsfE OS=Penicillium aethiopicum OX=36650 GN=gsfE PE=1 SV=1
CNAG_04674	ADA3		transcriptional adapter 3	Transcriptional adapter 3	transcriptional adapter 3	
CNAG_04675			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04676			6-phosphofructokinase	ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase)	6-phosphofructokinase	PFKA_SCHPOAT|P-dependent 6-phosphofructokinase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pfk1 PE=1 SV=1
CNAG_04677			xylitol dehydrogenase	Xylitol dehydrogenase	xylitol dehydrogenase	DHSO_CHICK|Sorbitol dehydrogenase OS=Gallus gallus OX=9031 GN=SORD PE=1 SV=1
CNAG_04678	YPK1		AGC/Akt protein kinase	Non-specific serine/threonine protein kinase (EC 2.7.11.1)	AGC/AKT protein kinase	GAD8_SCHPO|Serine/threonine-protein kinase gad8 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=gad8 PE=1 SV=1
CNAG_04679			histone deacetylase complex subunit	Histone deacetylase complex subunit	histone deacetylase complex subunit	
CNAG_04680			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04681	LPI14		hypothetical protein	Uncharacterized protein	transmembrane protein, putative	
CNAG_04682			DNA replication complex GINS protein PSF3	DNA replication complex GINS protein PSF3	DNA replication complex GINS protein psf3	PSF3_CRYNBDN|A replication complex GINS protein PSF3 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=PSF3 PE=3 SV=1
CNAG_04683			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04684	SEC23		protein transporter SEC23	Protein transport protein SEC23	protein transporter SEC23	SEC23_CRYNB|Protein transport protein SEC23 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=SEC23 PE=3 SV=1
CNAG_04686			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04687			stearoyl-CoA desaturase (delta-9 desaturase)	Stearoyl-CoA desaturase (Delta-9 desaturase)	stearoyl-CoA desaturase (delta-9 desaturase)	ACO1_AJECA|Acyl-CoA desaturase OS=Ajellomyces capsulatus OX=5037 GN=OLE1 PE=1 SV=1
CNAG_04688			acyl-CoA dehydrogenase	Acyl-CoA dehydrogenase	acyl-CoA dehydrogenase	ACD10_HUMAN|Acyl-CoA dehydrogenase family member 10 OS=Homo sapiens OX=9606 GN=ACAD10 PE=1 SV=1
CNAG_04689			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04690			acylpyruvate hydrolase	Acylpyruvate hydrolase	acylpyruvate hydrolase, acylpyruvate hydrolase, variant	FAHD1_DICDI|Acylpyruvase FAHD1, mitochondrial OS=Dictyostelium discoideum OX=44689 GN=fahd1 PE=3 SV=1
CNAG_04691			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04692			thymidylate synthase	Thymidylate synthase	thymidylate synthase	TYSY_CRYNB|Thymidylate synthase OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=TMP1 PE=3 SV=1
CNAG_04693	SIN1		hypothetical protein	Uncharacterized protein	target of rapamycin complex 2 subunit	SIN1_SCHPO|Target of rapamycin complex 2 subunit sin1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sin1 PE=1 SV=1
CNAG_04694			periodic tryptophan protein 1	Periodic tryptophan protein 1	periodic tryptophan protein 1	YBEG_SCHPO|Uncharacterized WD repeat-containing protein C17D11.16 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC1711.16 PE=1 SV=1
CNAG_04695			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04696			DNA clamp loader	DNA clamp loader	DNA clamp loader	CDC6_MOUSE|Cell division control protein 6 homolog OS=Mus musculus OX=10090 GN=Cdc6 PE=1 SV=2
CNAG_04697			zinc finger protein	Zinc finger protein	zinc finger protein	AGE2_YEASTAD|P-ribosylation factor GTPase-activating protein effector protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AGE2 PE=1 SV=1
CNAG_04698			cytoplasmic protein	Cytoplasmic protein	cytoplasmic protein	YHX7_SCHPO|Protein PBDC1 homolog OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC3E7.07c PE=3 SV=1
CNAG_04699			microfibrillar-associated protein 1	Microfibrillar-associated protein 1	microfibrillar-associated protein 1	MFAP1_CAEEL|Microfibrillar-associated protein 1 OS=Caenorhabditis elegans OX=6239 GN=mfap-1 PE=1 SV=1
CNAG_04700			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04701			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04702			hypothetical protein	Uncharacterized protein	hypothetical protein	SRB8_USTMA|Mediator of RNA polymerase II transcription subunit 12 OS=Ustilago maydis (strain 521 / FGSC 9021) OX=237631 GN=SRB8 PE=3 SV=1
CNAG_04703			DNA clamp loader	DNA clamp loader	DNA clamp loader	CDC6_MOUSE|Cell division control protein 6 homolog OS=Mus musculus OX=10090 GN=Cdc6 PE=1 SV=2
CNAG_04704			MFS transporter, SHS family, lactate transporter	MFS transporter, SHS family, lactate transporter	MFS transporter, SHS family, lactate transporter	JEN1_YEAST|Carboxylic acid transporter protein homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=JEN1 PE=1 SV=1
CNAG_04705			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	XPT1_CRYN|V3-O-alpha-D-mannopyranosyl-alpha-D-mannopyranose xylosylphosphotransferase OS=Cryptococcus neoformans var. grubii OX=178876 GN=XPT1 PE=1 SV=1
CNAG_04707			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04708			hypothetical protein	Uncharacterized protein	hypothetical protein	BIR1E_MOUSE|Baculoviral IAP repeat-containing protein 1e OS=Mus musculus OX=10090 GN=Naip5 PE=1 SV=3
CNAG_04709			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04710			hypothetical protein	Uncharacterized protein	hypothetical protein	NIPA4_ARATH|Probable magnesium transporter NIPA4 OS=Arabidopsis thaliana OX=3702 GN=At1g71900 PE=2 SV=1
CNAG_04711			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04712			solute carrier family 25 (mitochondrial dicarboxylate transporter), member 10	Solute carrier family 25 (Mitochondrial dicarboxylate transporter), member 10	solute carrier family 25 (mitochondrial dicarboxylate transporter), member 10	DIC1_YEAST|Mitochondrial dicarboxylate transporter OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DIC1 PE=1 SV=1
CNAG_04713			citrate lyase subunit beta-like protein	Citrate lyase subunit beta-like protein	citrate lyase subunit beta-like protein	CLYBL_RAT|Citramalyl-CoA lyase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Clybl PE=2 SV=2
CNAG_04714			MFS multidrug transporter protein	MFS multidrug transporter protein	MFS multidrug transporter protein	MFS2_SCHPO|Uncharacterized transporter mfs2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mfs2 PE=3 SV=1
CNAG_04715			oligosaccharyltransferase complex subunit alpha (ribophorin I)	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	oligosaccharyltransferase complex subunit alpha (ribophorin I)	OST1A_ORYSJ|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1A OS=Oryza sativa subsp. japonica OX=39947 GN=OST1A PE=2 SV=1
CNAG_04716			KH domain-containing protein	KH domain-containing protein	KH domain-containing protein	KHDC4_MOUSEK|H homology domain-containing protein 4 OS=Mus musculus OX=10090 GN=Khdc4 PE=1 SV=1
CNAG_04717			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04718			hypothetical protein	Uncharacterized protein	hypothetical protein	NUDL_ENT38|Uncharacterized Nudix hydrolase NudL OS=Enterobacter sp. (strain 638) OX=399742 GN=nudL PE=3 SV=1
CNAG_04719			solute carrier family 41	Solute carrier family 41	solute carrier family 41	S41A2_MACFA|Solute carrier family 41 member 2 OS=Macaca fascicularis OX=9541 GN=SLC41A2 PE=2 SV=1
CNAG_04720			GTPase activating protein	GTPase activating protein	GTPase activating protein	GYP2_EMENI|Putative GTPase-activating protein AN11010 OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=AN11010 PE=4 SV=1
CNAG_04721			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04723			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04724			ubiquitin-protein ligase E3 C	Ubiquitin-protein ligase E3 C	ubiquitin-protein ligase E3 C	YFK7_SCHPO|Probable E3 ubiquitin protein ligase C167.07c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC167.07c PE=2 SV=1
CNAG_04725			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	
CNAG_04726			large subunit ribosomal protein L18Ae	60S ribosomal protein L20	large subunit ribosomal protein L18Ae	RL20A_SCHPO60|S ribosomal protein L20-A OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpl2001 PE=1 SV=1
CNAG_04727			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_04728			DNA-directed RNA polymerase III subunit RPC8	DNA-directed RNA polymerase III subunit RPC8	DNA-directed RNA polymerase III subunit RPC8	RPC8_SCHPODN|A-directed RNA polymerase III subunit rpc8 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpc25 PE=1 SV=1
